ISO3,SUBMISSION_DATE,NDC_INDC,TYPE_RECLASS,TYPE_MAIN,COVERAGE_SECTORS_NDCS,COVERAGE_SECTORS_CALC,ECONOMY_WIDE,COVERAGE_GASES_NDCS,COVERAGE_GASES_CALC,EMI_POP_GDP,BASEYEAR,INTENSITY_PERCAP_GDP,TARGETS,DECLINE_AFTER_YEAR,ENERGY_NDCS,IPPU_NDCS,AGRICULTURE_NDCS,LULUCF_NDCS,WASTE_NDCS,OTHER_NDCS,ENERGY_CALC,IPPU_CALC,AGRICULTURE_CALC,LULUCF_CALC,WASTE_CALC,OTHER_CALC,CO2_NDCS,CH4_NDCS,N2O_NDCS,HFCS_NDCS,PFCS_NDCS,SF6_NDCS,NF3_NDCS,CO2_CALC,CH4_CALC,N2O_CALC,HFCS_CALC,PFCS_CALC,SF6_CALC,NF3_CALC,ABS,RBY,RBU,ABU,REI,AEI
ESP,20161005,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}}",,,,
EST,20161005,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}}",,,,
ETH,20170309,NDC,ABS,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2010"": ""95 MtCO2eq_AR4"", ""2030"": ""310 MtCO2eq_AR4""}, ""inclLU"": {""2010"": ""150 MtCO2eq_AR4"", ""2030"": ""400 MtCO2eq_AR4""}, ""onlyLU"": {""2010"": ""55 MtCO2eq_AR4"", ""2030"": ""90 MtCO2eq_AR4""}}}",,nan,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""185 MtCO2eq_AR4""}}}, ""inclLU"":  {""conditional"": {""best"": {""2030"": ""145 MtCO2eq_AR4""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-64%""}}}, ""exclLU"": {""conditional"": {""best"": {""2030"": ""-40%""}}}}, ""ABU"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-255 MtCO2eq_AR4""}}}, ""exclLU"": {""conditional"": {""best"": {""2030"": ""-125 MtCO2eq_AR4""}}}}, ""REI"": NaN, ""AEI"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""1.1 tCO2eq/cap""}}}}}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""185 MtCO2eq_AR4""}}}, ""inclLU"": {""conditional"": {""best"": {""2030"": ""145 MtCO2eq_AR4""}}}}}",,"{""RBU"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-64%""}}}, ""exclLU"": {""conditional"": {""best"": {""2030"": ""-40%""}}}}}","{""ABU"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-255 MtCO2eq_AR4""}}}, ""exclLU"": {""conditional"": {""best"": {""2030"": ""-125 MtCO2eq_AR4""}}}}}",,"{""AEI"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""1.1 tCO2eq/cap""}}}}}"
EU28,20161005,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}}",,,,
FIN,20161005,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}}",,,,
FJI,20160422,NDC,RBU,RBU,"{""YES"": [""Energy""], ""NAN"": [""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}","{""YES"": [""Energy""], ""NO"": [""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",No,"{""YES"": [""CO2""], ""NAN"": [""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2""], ""NO"": [""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-10%""}}, ""conditional"": {""best"": {""2030"": ""-30%""}}}}, ""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-0.250 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""-0.750 MtCO2eq_AR4""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NAN,NAN,NAN,NAN,YES,NO,NO,NO,NO,NO,YES,NAN,NAN,NAN,NAN,NAN,NAN,YES,NO,NO,NO,NO,NO,NO,,,"{""RBU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-10%""}}, ""conditional"": {""best"": {""2030"": ""-30%""}}}}}","{""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-0.250 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""-0.750 MtCO2eq_AR4""}}}}}",,
FRA,20161005,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}}",,,,
FSM,20160915,NDC,ABS,RBY,"{""YES"": [""Energy""], ""NAN"": [""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste"", ""Other""], ""NO"": [""LULUCF""]}",nan,"{""YES"": [""CO2""], ""NAN"": [""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2""], ""NO"": [""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2000"": ""0.150 MtCO2eq_AR4""}}}",2000,nan,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2025"": ""0.108 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2025"": ""0.094 MtCO2eq_AR4""}}}}, ""RBY"": {""exclLU"": {""unconditional"": {""best"": {""2025"": ""-28%""}}, ""conditional"": {""best"": {""2025"": ""-35%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NAN,NAN,NAN,NAN,YES,YES,YES,NO,YES,YES,YES,NAN,NAN,NAN,NAN,NAN,NAN,YES,NO,NO,NO,NO,NO,NO,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2025"": ""0.108 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2025"": ""0.094 MtCO2eq_AR4""}}}}}","{""RBY"": {""exclLU"": {""unconditional"": {""best"": {""2025"": ""-28%""}}, ""conditional"": {""best"": {""2025"": ""-35%""}}}}}",,,,
GAB,20161102,NDC,RBU,RBU,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2000"": ""6.162 MtCO2eq""}, ""inclLU"": {""2000"": ""-57.992 MtCO2eq""}, ""onlyLU"": {""2000"": ""-64.154 MtCO2eq""}}}",,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-50%""}}}}, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,,,"{""RBU"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-50%""}}}}}",,,
GBR,20161005,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}}",,,,
GEO,20170508,NDC,ABS,RBU,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste""], ""NO"": [""LULUCF""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste"", ""Other""], ""NO"": [""LULUCF""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6""], ""NAN"": [""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6""], ""NO"": [""NF3""]}","{""EMI"": {""exclLU"": {""1990"": ""47.975 MtCO2eq_SAR"", ""1995"": ""8.799 MtCO2eq_SAR"", ""2011"": ""16.036 MtCO2eq"", ""2030"": ""38.42 MtCO2eq_SAR""}}}",1990,GDP,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""32.66 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""28.31 MtCO2eq_SAR""}}}}, ""RBY"": NaN, ""RBU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-15%""}}, ""conditional"": {""best"": {""2030"": ""-25%""}}}}, ""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-5.76 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-10.11 MtCO2eq_SAR""}}}}, ""REI"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-34%""}}, ""conditional"": {""best"": {""2030"": ""-43%""}}}}, ""AEI"": NaN}",nan,YES,YES,YES,NO,YES,NAN,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,NO,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""32.66 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""28.31 MtCO2eq_SAR""}}}}}",,"{""RBU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-15%""}}, ""conditional"": {""best"": {""2030"": ""-25%""}}}}}","{""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-5.76 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-10.11 MtCO2eq_SAR""}}}}}","{""REI"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-34%""}}, ""conditional"": {""best"": {""2030"": ""-43%""}}}}}",
GHA,20160921,NDC,ABS,RBU,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS""], ""NAN"": [""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS""], ""NO"": [""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2010"": ""19.53 MtCO2eq_SAR"", ""2020"": ""37.81 MtCO2eq_SAR"", ""2025"": ""53.5 MtCO2eq_SAR"", ""2030"": ""73.95 MtCO2eq_SAR""}}}",,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""47.08 MtCO2eq_SAR"", ""2030"": ""62.856 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2025"": ""39.05 MtCO2eq_SAR"", ""2030"": ""40.67 MtCO2eq_SAR""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""-12%"", ""2030"": ""-15%""}}, ""conditional"": {""best"": {""2025"": ""-27%"", ""2030"": ""-45%""}}}}, ""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""-6.42 MtCO2eq_SAR"", ""2030"": ""-11.09 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2025"": ""-14.45 MtCO2eq_SAR"", ""2030"": ""-33.28 MtCO2eq_SAR""}}}}, ""REI"": NaN, ""AEI"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""0.8 tCO2eq/cap (SAR)""}}}}}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,YES,YES,YES,YES,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""47.08 MtCO2eq_SAR"", ""2030"": ""62.856 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2025"": ""39.05 MtCO2eq_SAR"", ""2030"": ""40.67 MtCO2eq_SAR""}}}}}",,"{""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""-12%"", ""2030"": ""-15%""}}, ""conditional"": {""best"": {""2025"": ""-27%"", ""2030"": ""-45%""}}}}}","{""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""-6.42 MtCO2eq_SAR"", ""2030"": ""-11.09 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2025"": ""-14.45 MtCO2eq_SAR"", ""2030"": ""-33.28 MtCO2eq_SAR""}}}}}",,"{""AEI"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""0.8 tCO2eq/cap (SAR)""}}}}}"
GIN,20160921,NDC,ABS,RBU,"{""YES"": [""Energy"", ""Agriculture"", ""LULUCF""], ""NO"": [""IPPU"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""Agriculture""], ""NO"": [""IPPU"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""NAN"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2030"": ""55 MtCO2eq""}}}",,nan,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""38.5 MtCO2eq""}}}}, ""RBY"": NaN, ""RBU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-30%""}}}}, ""ABU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-16.5 MtCO2eq""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NO,YES,YES,NO,NAN,YES,NO,YES,NO,NO,NO,NAN,NAN,NAN,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""38.5 MtCO2eq""}}}}}",,"{""RBU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-30%""}}}}}","{""ABU"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-16.5 MtCO2eq""}}}}}",,
GMB,20161107,NDC,ABS,RBU,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste""], ""NO"": [""LULUCF""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste"", ""Other""], ""NO"": [""LULUCF""]}",No,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2020"": ""2.800 MtCO2eq"", ""2025"": ""3.250 MtCO2eq"", ""2030"": ""3.850 MtCO2eq""}}}",,nan,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2025"": ""1.807 MtCO2eq_AR4"", ""2030"": ""2.102 MtCO2eq_AR4""}}}}, ""RBY"": NaN, ""RBU"": {""exclLU"": {""conditional"": {""best"": {""2025"": ""-0.444%"", ""2030"": ""-0.454%""}}}}, ""ABU"": {""exclLU"": {""conditional"": {""best"": {""2025"": ""-1.443 MtCO2eq_AR4"", ""2030"": ""-1.748 MtCO2eq_AR4""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,NO,YES,NAN,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2025"": ""1.807 MtCO2eq_AR4"", ""2030"": ""2.102 MtCO2eq_AR4""}}}}}",,"{""RBU"": {""exclLU"": {""conditional"": {""best"": {""2025"": ""-0.444%"", ""2030"": ""-0.454%""}}}}}","{""ABU"": {""exclLU"": {""conditional"": {""best"": {""2025"": ""-1.443 MtCO2eq_AR4"", ""2030"": ""-1.748 MtCO2eq_AR4""}}}}}",,
GNB,20181022,NDC,NGT,NGT,"{""YES"": [""Energy"", ""LULUCF""], ""NAN"": [""IPPU"", ""Agriculture"", ""Waste"", ""Other""]}","{""YES"": [""Energy"", ""LULUCF""], ""NO"": [""IPPU"", ""Agriculture"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2030"": ""25 MtCO2eq"", ""2050"": ""160 MtCO2eq""}}}",,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NAN,YES,NAN,NAN,YES,NO,NO,YES,NO,NO,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,,,
GNQ,20181030,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""NAN"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,2010,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-20%"", ""2050"": ""-50%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,"{""RBY"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-20%"", ""2050"": ""-50%""}}}}}",,,,
GRC,20161005,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}}",,,,
GRD,20160422,NDC,ABS,RBY,"{""YES"": [""Energy"", ""LULUCF"", ""Waste""], ""NAN"": [""IPPU"", ""Agriculture"", ""Other""]}","{""YES"": [""Energy"", ""LULUCF"", ""Waste""], ""NO"": [""IPPU"", ""Agriculture"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""], ""NO"": [""N2O""]}","{""YES"": [""CO2"", ""CH4""], ""NO"": [""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2010"": ""0.251649 MtCO2eq""}}}",2010,nan,"{""ABS"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""0.176154 MtCO2eq_AR4"", ""2030"": ""0.150990 MtCO2eq_AR4""}}}}, ""RBY"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-30%"", ""2030"": ""-40%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NAN,YES,YES,NAN,YES,NO,NO,YES,YES,NO,YES,YES,NO,NAN,NAN,NAN,NAN,YES,YES,NO,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""0.176154 MtCO2eq_AR4"", ""2030"": ""0.150990 MtCO2eq_AR4""}}}}}","{""RBY"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-30%"", ""2030"": ""-40%""}}}}}",,,,
